skill_slug,skill_ref_examples,expert_count,expert_ids,downloaded_count,local_paths,by_skill_link
oem-dealer-ops,./skills/oem-dealer-ops,1,AutoConsultant,1,sources/workbuddy-experts/plugins/auto-consultant/skills/oem-dealer-ops,catalog/workbuddy_expert_catalog/skills/by-skill/oem-dealer-ops
online-search,./skills/online-search,1,TrendHunter,3,sources/workbuddy-experts/plugins/news-briefing-expert/skills/online-search;sources/workbuddy-experts/plugins/terminal-veteran/skills/online-search;sources/workbuddy-experts/plugins/trend-hunter/skills/online-search,catalog/workbuddy_expert_catalog/skills/by-skill/online-search
park-brief-builder,./skills/park-brief-builder,1,IndustrialParkInvestmentAttractionExpert,1,sources/workbuddy-experts/plugins/industrial-park-investment-attraction-expert/skills/park-brief-builder,catalog/workbuddy_expert_catalog/skills/by-skill/park-brief-builder
prepare-meeting,./skills/prepare-meeting,1,SalesCoach,1,sources/workbuddy-experts/plugins/sales-coach/skills/prepare-meeting,catalog/workbuddy_expert_catalog/skills/by-skill/prepare-meeting
public-target-research,./skills/public-target-research,1,IndustrialParkInvestmentAttractionExpert,1,sources/workbuddy-experts/plugins/industrial-park-investment-attraction-expert/skills/public-target-research,catalog/workbuddy_expert_catalog/skills/by-skill/public-target-research
regulations,./skills/regulations,1,NgesHealthcareMarketingTeam,1,sources/workbuddy-experts/plugins/nges-healthcare-marketing-team/skills/regulations,catalog/workbuddy_expert_catalog/skills/by-skill/regulations
seo-analysis,./skills/seo-analysis,1,SeoContentTeam,1,sources/workbuddy-experts/plugins/seo-content-team/skills/seo-analysis,catalog/workbuddy_expert_catalog/skills/by-skill/seo-analysis
social-copywriter,./skills/social-copywriter,1,TrendHunter,1,sources/workbuddy-experts/plugins/trend-hunter/skills/social-copywriter,catalog/workbuddy_expert_catalog/skills/by-skill/social-copywriter
social-engagement-ops,./skills/social-engagement-ops,1,SocialEngagementTeam,1,sources/workbuddy-experts/plugins/social-engagement-team/skills/social-engagement-ops,catalog/workbuddy_expert_catalog/skills/by-skill/social-engagement-ops
social-media-poster,./skills/social-media-poster,1,TrendHunter,1,sources/workbuddy-experts/plugins/trend-hunter/skills/social-media-poster,catalog/workbuddy_expert_catalog/skills/by-skill/social-media-poster
tavily,./skills/tavily,1,SearchTermAnalyst,1,sources/workbuddy-experts/plugins/search-term-analyst/skills/tavily,catalog/workbuddy_expert_catalog/skills/by-skill/tavily
test-drive-transaction,./skills/test-drive-transaction,1,AutoConsultant,1,sources/workbuddy-experts/plugins/auto-consultant/skills/test-drive-transaction,catalog/workbuddy_expert_catalog/skills/by-skill/test-drive-transaction
used-sell-tradein,./skills/used-sell-tradein,1,AutoConsultant,1,sources/workbuddy-experts/plugins/auto-consultant/skills/used-sell-tradein,catalog/workbuddy_expert_catalog/skills/by-skill/used-sell-tradein
uupt-delivery,./skills/uupt-delivery,1,UuptDelivery,1,sources/workbuddy-experts/plugins/uupt-delivery/skills/uupt-delivery,catalog/workbuddy_expert_catalog/skills/by-skill/uupt-delivery
video-editing,./skills/video-editing,1,TrendHunter,1,sources/workbuddy-experts/plugins/trend-hunter/skills/video-editing,catalog/workbuddy_expert_catalog/skills/by-skill/video-editing
wechat-article-search,./skills/wechat-article-search,1,PresalesTechnicalConsultant,6,sources/workbuddy-experts/plugins/content-distribution-team/skills/wechat-article-search;sources/workbuddy-experts/plugins/data-analysis/skills/wechat-article-search;sources/workbuddy-experts/plugins/deep-research/skills/wechat-article-search;sources/workbuddy-experts/plugins/executive-summary-generator/skills/wechat-article-search;sources/workbuddy-experts/plugins/presales-technical-consultant/skills/wechat-article-search;sources/workbuddy-experts/plugins/wechat-official-account-expert/skills/wechat-article-search,catalog/workbuddy_expert_catalog/skills/by-skill/wechat-article-search
