skill_slug,skill_ref_examples,expert_count,expert_ids,downloaded_count,local_paths,by_skill_link
opc-orchestrator,./skills/opc-orchestrator,1,OpcTeam,1,sources/workbuddy-experts/plugins/opc-team/skills/opc-orchestrator,catalog/workbuddy_expert_catalog/skills/by-skill/opc-orchestrator
opc-resource-audit,./skills/opc-resource-audit,1,OpcTeam,1,sources/workbuddy-experts/plugins/opc-team/skills/opc-resource-audit,catalog/workbuddy_expert_catalog/skills/by-skill/opc-resource-audit
opc-value-proposition,./skills/opc-value-proposition,1,OpcTeam,1,sources/workbuddy-experts/plugins/opc-team/skills/opc-value-proposition,catalog/workbuddy_expert_catalog/skills/by-skill/opc-value-proposition
opinions-crawler,./skills/opinions-crawler,1,DatabrainOpinionExpert,2,sources/workbuddy-experts/plugins/databrain-opinion-expert/skills/opinions-crawler;sources/workbuddy-experts/plugins/tiderider-sentiment/skills/opinions-crawler,catalog/workbuddy_expert_catalog/skills/by-skill/opinions-crawler
outreach-communication,./skills/outreach-communication,1,FamilyEducationMa,1,sources/workbuddy-experts/plugins/family-education-ma/skills/outreach-communication,catalog/workbuddy_expert_catalog/skills/by-skill/outreach-communication
park-brief-builder,./skills/park-brief-builder,1,IndustrialParkInvestmentAttractionExpert,1,sources/workbuddy-experts/plugins/industrial-park-investment-attraction-expert/skills/park-brief-builder,catalog/workbuddy_expert_catalog/skills/by-skill/park-brief-builder
pdf-extraction,./skills/pdf-extraction,1,Cpq,1,sources/workbuddy-experts/plugins/cpq/skills/pdf-extraction,catalog/workbuddy_expert_catalog/skills/by-skill/pdf-extraction
pitch-deck,./skills/pitch-deck,1,PitchAgent,2,sources/workbuddy-experts/plugins/investment-banking/skills/pitch-deck;sources/workbuddy-experts/plugins/pitch-agent/skills/pitch-deck,catalog/workbuddy_expert_catalog/skills/by-skill/pitch-deck
ppt-script-generator,./skills/ppt-script-generator,1,LexiangPptExpert,2,sources/workbuddy-experts/plugins/ppt-creation-expert/skills/ppt-script-generator,catalog/workbuddy_expert_catalog/skills/by-skill/ppt-script-generator
pptx-author,./skills/pptx-author,1,PitchAgent,3,sources/workbuddy-experts/plugins/market-researcher/skills/pptx-author;sources/workbuddy-experts/plugins/meeting-prep-agent/skills/pptx-author;sources/workbuddy-experts/plugins/pitch-agent/skills/pptx-author,catalog/workbuddy_expert_catalog/skills/by-skill/pptx-author
pptx-manipulation,./skills/pptx-manipulation,1,Cpq,1,sources/workbuddy-experts/plugins/cpq/skills/pptx-manipulation,catalog/workbuddy_expert_catalog/skills/by-skill/pptx-manipulation
prepare-meeting,./skills/prepare-meeting,1,SalesCoach,1,sources/workbuddy-experts/plugins/sales-coach/skills/prepare-meeting,catalog/workbuddy_expert_catalog/skills/by-skill/prepare-meeting
profile-perception,./skills/profile-perception,1,CareerBroker,1,sources/workbuddy-experts/plugins/career-broker/skills/profile-perception,catalog/workbuddy_expert_catalog/skills/by-skill/profile-perception
prototype-templates,./skills/prototype-templates,1,DesignEngineTeam,1,sources/workbuddy-experts/plugins/design-engine/skills/prototype-templates,catalog/workbuddy_expert_catalog/skills/by-skill/prototype-templates
public-target-research,./skills/public-target-research,1,IndustrialParkInvestmentAttractionExpert,1,sources/workbuddy-experts/plugins/industrial-park-investment-attraction-expert/skills/public-target-research,catalog/workbuddy_expert_catalog/skills/by-skill/public-target-research
qa,./skills/qa,1,SoftwareWorkshop,1,sources/workbuddy-experts/plugins/gstack/skills/qa,catalog/workbuddy_expert_catalog/skills/by-skill/qa
qa-review,./skills/qa-review,1,DesignPrototypeExpert,1,sources/workbuddy-experts/plugins/design-prototype-expert/skills/qa-review,catalog/workbuddy_expert_catalog/skills/by-skill/qa-review
quality-review,./skills/quality-review,1,DesignEngineTeam,1,sources/workbuddy-experts/plugins/design-engine/skills/quality-review,catalog/workbuddy_expert_catalog/skills/by-skill/quality-review
quiz-deliverable-evaluator,./skills/quiz-deliverable-evaluator,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/quiz-deliverable-evaluator,catalog/workbuddy_expert_catalog/skills/by-skill/quiz-deliverable-evaluator
recruit-data-dashboard,./skills/recruit-data-dashboard,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/recruit-data-dashboard,catalog/workbuddy_expert_catalog/skills/by-skill/recruit-data-dashboard
recruiting-ai-outbound-call,./skills/recruiting-ai-outbound-call,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/recruiting-ai-outbound-call,catalog/workbuddy_expert_catalog/skills/by-skill/recruiting-ai-outbound-call
recruitment-inquiry-bot,./skills/recruitment-inquiry-bot,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/recruitment-inquiry-bot,catalog/workbuddy_expert_catalog/skills/by-skill/recruitment-inquiry-bot
recruitment-process-tracker,./skills/recruitment-process-tracker,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/recruitment-process-tracker,catalog/workbuddy_expert_catalog/skills/by-skill/recruitment-process-tracker
regulations,./skills/regulations,1,NgesHealthcareMarketingTeam,1,sources/workbuddy-experts/plugins/nges-healthcare-marketing-team/skills/regulations,catalog/workbuddy_expert_catalog/skills/by-skill/regulations
requirement-communication-assistant,./skills/requirement-communication-assistant,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/requirement-communication-assistant,catalog/workbuddy_expert_catalog/skills/by-skill/requirement-communication-assistant
res-family-intervention,./skills/res-family-intervention,1,FamilyEducationMa,1,sources/workbuddy-experts/plugins/family-education-ma/skills/res-family-intervention,catalog/workbuddy_expert_catalog/skills/by-skill/res-family-intervention
resume-generator,./skills/resume-generator,1,CareerBroker,1,sources/workbuddy-experts/plugins/career-broker/skills/resume-generator,catalog/workbuddy_expert_catalog/skills/by-skill/resume-generator
review,./skills/review,1,SoftwareWorkshop,1,sources/workbuddy-experts/plugins/gstack/skills/review,catalog/workbuddy_expert_catalog/skills/by-skill/review
review-to-word,./skills/review-to-word,1,PatientEducationContentReviewWordAssistant,1,sources/workbuddy-experts/plugins/patient-education-content-review-word-assistant/skills/review-to-word,catalog/workbuddy_expert_catalog/skills/by-skill/review-to-word
risk-assessment-referral,./skills/risk-assessment-referral,1,FamilyEducationMa,1,sources/workbuddy-experts/plugins/family-education-ma/skills/risk-assessment-referral,catalog/workbuddy_expert_catalog/skills/by-skill/risk-assessment-referral
rum-sdk-setup,./skills/rum-sdk-setup,1,RumFullstackTeam,1,sources/workbuddy-experts/plugins/rum-fullstack-team/skills/rum-sdk-setup,catalog/workbuddy_expert_catalog/skills/by-skill/rum-sdk-setup
sector-overview,./skills/sector-overview,1,PitchAgent,3,sources/workbuddy-experts/plugins/equity-research/skills/sector-overview;sources/workbuddy-experts/plugins/market-researcher/skills/sector-overview;sources/workbuddy-experts/plugins/pitch-agent/skills/sector-overview,catalog/workbuddy_expert_catalog/skills/by-skill/sector-overview
seo-analysis,./skills/seo-analysis,1,SeoContentTeam,1,sources/workbuddy-experts/plugins/seo-content-team/skills/seo-analysis,catalog/workbuddy_expert_catalog/skills/by-skill/seo-analysis
skill-creator,./skills/skill-creator,1,SkillhubCharityExpertTeam,2,sources/workbuddy-experts/plugins/financial-analysis/skills/skill-creator;sources/workbuddy-experts/plugins/skillhub-charity-expert-team/skills/skill-creator,catalog/workbuddy_expert_catalog/skills/by-skill/skill-creator
skill-tester,./skills/skill-tester,1,SkillhubCharityExpertTeam,1,sources/workbuddy-experts/plugins/skillhub-charity-expert-team/skills/skill-tester,catalog/workbuddy_expert_catalog/skills/by-skill/skill-tester
social-copywriter,./skills/social-copywriter,1,TrendHunter,1,sources/workbuddy-experts/plugins/trend-hunter/skills/social-copywriter,catalog/workbuddy_expert_catalog/skills/by-skill/social-copywriter
social-engagement-ops,./skills/social-engagement-ops,1,SocialEngagementTeam,1,sources/workbuddy-experts/plugins/social-engagement-team/skills/social-engagement-ops,catalog/workbuddy_expert_catalog/skills/by-skill/social-engagement-ops
social-media-poster,./skills/social-media-poster,1,TrendHunter,1,sources/workbuddy-experts/plugins/trend-hunter/skills/social-media-poster,catalog/workbuddy_expert_catalog/skills/by-skill/social-media-poster
soe,./skills/soe,1,Soe,1,sources/workbuddy-experts/plugins/soe/skills/soe,catalog/workbuddy_expert_catalog/skills/by-skill/soe
solution-ppt-generator-v3,./skills/solution-ppt-generator-v3,1,LexiangPptExpert,2,sources/workbuddy-experts/plugins/ppt-creation-expert/skills/solution-ppt-generator-v3,catalog/workbuddy_expert_catalog/skills/by-skill/solution-ppt-generator-v3
tavily,./skills/tavily,1,SearchTermAnalyst,1,sources/workbuddy-experts/plugins/search-term-analyst/skills/tavily,catalog/workbuddy_expert_catalog/skills/by-skill/tavily
tc-sec,./skills/tc-sec,1,TcSec,1,sources/workbuddy-experts/plugins/tc-sec/skills/tc-sec,catalog/workbuddy_expert_catalog/skills/by-skill/tc-sec
tencent-cloud-pricing,./skills/tencent-cloud-pricing,1,Cpq,1,sources/workbuddy-experts/plugins/cpq/skills/tencent-cloud-pricing,catalog/workbuddy_expert_catalog/skills/by-skill/tencent-cloud-pricing
tencent-cloud-product-mapping,./skills/tencent-cloud-product-mapping,1,Cpq,1,sources/workbuddy-experts/plugins/cpq/skills/tencent-cloud-product-mapping,catalog/workbuddy_expert_catalog/skills/by-skill/tencent-cloud-product-mapping
tencent-cloud-rum,./skills/tencent-cloud-rum,1,RumFullstackTeam,1,sources/workbuddy-experts/plugins/rum-fullstack-team/skills/tencent-cloud-rum-zh-2.1,catalog/workbuddy_expert_catalog/skills/by-skill/tencent-cloud-rum
tencent-docs,./skills/tencent-docs,1,LegalComplianceReviewer,1,sources/workbuddy-experts/plugins/legal-compliance-reviewer/skills/tencent-docs,catalog/workbuddy_expert_catalog/skills/by-skill/tencent-docs
tencent-esign-contract,./skills/tencent-esign-contract,1,ContractLegalExpert,1,sources/workbuddy-experts/plugins/contract-legal-expert/skills/tencent-esign-contract,catalog/workbuddy_expert_catalog/skills/by-skill/tencent-esign-contract
tencent-rce-skill,./skills/tencent-rce-skill,1,TianyuMarketingGuardian,2,sources/workbuddy-experts/plugins/tianyu-account-guardian/skills/tencent-rce-skill;sources/workbuddy-experts/plugins/tianyu-marketing-guardian/skills/tencent-rce-skill,catalog/workbuddy_expert_catalog/skills/by-skill/tencent-rce-skill
test-drive-transaction,./skills/test-drive-transaction,1,AutoConsultant,1,sources/workbuddy-experts/plugins/auto-consultant/skills/test-drive-transaction,catalog/workbuddy_expert_catalog/skills/by-skill/test-drive-transaction
used-sell-tradein,./skills/used-sell-tradein,1,AutoConsultant,1,sources/workbuddy-experts/plugins/auto-consultant/skills/used-sell-tradein,catalog/workbuddy_expert_catalog/skills/by-skill/used-sell-tradein
uupt-delivery,./skills/uupt-delivery,1,UuptDelivery,1,sources/workbuddy-experts/plugins/uupt-delivery/skills/uupt-delivery,catalog/workbuddy_expert_catalog/skills/by-skill/uupt-delivery
video-editing,./skills/video-editing,1,TrendHunter,1,sources/workbuddy-experts/plugins/trend-hunter/skills/video-editing,catalog/workbuddy_expert_catalog/skills/by-skill/video-editing
warming-recruit-manager,./skills/warming-recruit-manager,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/warming-recruit-manager,catalog/workbuddy_expert_catalog/skills/by-skill/warming-recruit-manager
wechat-article-search,./skills/wechat-article-search,4,ContentDistributionTeam;DataAnalysisExpert;PresalesTechnicalConsultant;WechatOfficialAccountExpert,6,sources/workbuddy-experts/plugins/content-distribution-team/skills/wechat-article-search;sources/workbuddy-experts/plugins/data-analysis/skills/wechat-article-search;sources/workbuddy-experts/plugins/deep-research/skills/wechat-article-search;sources/workbuddy-experts/plugins/executive-summary-generator/skills/wechat-article-search;sources/workbuddy-experts/plugins/presales-technical-consultant/skills/wechat-article-search;sources/workbuddy-experts/plugins/wechat-official-account-expert/skills/wechat-article-search,catalog/workbuddy_expert_catalog/skills/by-skill/wechat-article-search
wechat-draft-writer,./skills/wechat-draft-writer,1,WechatOfficialAccountExpert,1,sources/workbuddy-experts/plugins/wechat-official-account-expert/skills/wechat-draft-writer,catalog/workbuddy_expert_catalog/skills/by-skill/wechat-draft-writer
wechat-style-profiler,./skills/wechat-style-profiler,1,WechatOfficialAccountExpert,1,sources/workbuddy-experts/plugins/wechat-official-account-expert/skills/wechat-style-profiler,catalog/workbuddy_expert_catalog/skills/by-skill/wechat-style-profiler
wechat-title-generator,./skills/wechat-title-generator,1,WechatOfficialAccountExpert,1,sources/workbuddy-experts/plugins/wechat-official-account-expert/skills/wechat-title-generator,catalog/workbuddy_expert_catalog/skills/by-skill/wechat-title-generator
wechat-topic-outline-planner,./skills/wechat-topic-outline-planner,1,WechatOfficialAccountExpert,1,sources/workbuddy-experts/plugins/wechat-official-account-expert/skills/wechat-topic-outline-planner,catalog/workbuddy_expert_catalog/skills/by-skill/wechat-topic-outline-planner
wei-xin-shi-pin-hao-yun-ying-ce-lue-shi,./skills/wei-xin-shi-pin-hao-yun-ying-ce-lue-shi,1,WechatChannelsStrategist,1,sources/workbuddy-experts/plugins/wechat-channels-strategist/skills/wei-xin-shi-pin-hao-yun-ying-ce-lue-shi,catalog/workbuddy_expert_catalog/skills/by-skill/wei-xin-shi-pin-hao-yun-ying-ce-lue-shi
wenjuan-fallback-submit,./skills/wenjuan-fallback-submit,1,SkillhubCharityExpertTeam,1,sources/workbuddy-experts/plugins/skillhub-charity-expert-team/skills/wenjuan-fallback-submit,catalog/workbuddy_expert_catalog/skills/by-skill/wenjuan-fallback-submit
westock,./skills/westock,1,PitchAgent,7,sources/workbuddy-experts/plugins/a-share-analysis/skills/westock;sources/workbuddy-experts/plugins/consulting-partners/skills/westock;sources/workbuddy-experts/plugins/earnings-reviewer/skills/westock;sources/workbuddy-experts/plugins/market-researcher/skills/westock;sources/workbuddy-experts/plugins/model-builder/skills/westock;sources/workbuddy-experts/plugins/pitch-agent/skills/westock;sources/workbuddy-experts/plugins/valuation-reviewer/skills/westock,catalog/workbuddy_expert_catalog/skills/by-skill/westock
wireframe,./skills/wireframe,1,DesignPrototypeExpert,1,sources/workbuddy-experts/plugins/design-prototype-expert/skills/wireframe,catalog/workbuddy_expert_catalog/skills/by-skill/wireframe
xiaohongshu,./skills/xiaohongshu,2,ContentDistributionTeam;XiaohongshuOperationsExpert,2,sources/workbuddy-experts/plugins/content-distribution-team/skills/xiaohongshu;sources/workbuddy-experts/plugins/xiaohongshu-operations-expert/skills/xiaohongshu,catalog/workbuddy_expert_catalog/skills/by-skill/xiaohongshu
xlsx,./skills/xlsx,1,DataAnalysisExpert,4,sources/workbuddy-experts/plugins/aicoding-architecture-expert-team/skills/xlsx;sources/workbuddy-experts/plugins/data-analysis/skills/xlsx;sources/workbuddy-experts/plugins/document-skills/skills/xlsx;sources/workbuddy-experts/plugins/fortune-master/skills/xlsx,catalog/workbuddy_expert_catalog/skills/by-skill/xlsx
xlsx-author,./skills/xlsx-author,1,PitchAgent,8,sources/workbuddy-experts/plugins/earnings-reviewer/skills/xlsx-author;sources/workbuddy-experts/plugins/gl-reconciler/skills/xlsx-author;sources/workbuddy-experts/plugins/kyc-screener/skills/xlsx-author;sources/workbuddy-experts/plugins/model-builder/skills/xlsx-author;sources/workbuddy-experts/plugins/month-end-closer/skills/xlsx-author;sources/workbuddy-experts/plugins/pitch-agent/skills/xlsx-author;sources/workbuddy-experts/plugins/statement-auditor/skills/xlsx-author;sources/workbuddy-experts/plugins/valuation-reviewer/skills/xlsx-author,catalog/workbuddy_expert_catalog/skills/by-skill/xlsx-author
xlsx-manipulation,./skills/xlsx-manipulation,1,Cpq,1,sources/workbuddy-experts/plugins/cpq/skills/xlsx-manipulation,catalog/workbuddy_expert_catalog/skills/by-skill/xlsx-manipulation
yunzhi-qa,./skills/yunzhi-qa,1,YunzhiQaAssistant,1,sources/workbuddy-experts/plugins/yunzhi-qa-assistant/skills/yunzhi-qa,catalog/workbuddy_expert_catalog/skills/by-skill/yunzhi-qa
zhaopin-operations,./skills/zhaopin-operations,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/zhaopin-operations,catalog/workbuddy_expert_catalog/skills/by-skill/zhaopin-operations
zhaopin-social-operations,./skills/zhaopin-social-operations,1,Txzhaopin,1,sources/workbuddy-experts/plugins/txzhaopin/skills/zhaopin-social-operations,catalog/workbuddy_expert_catalog/skills/by-skill/zhaopin-social-operations
